id,macro_tags,level_1_tags
185572,"[""alcohol_smoking_drugs""]","[""health_habits_sport""]"
191261,"[""literature_folklore_characters""]","[""culture_media_characters""]"
191167,"[""consumer_services""]","[""daily_life_services""]"
190725,"[""transport""]","[""daily_life_services""]"
190733,"[""health_medicine""]","[""health_habits_sport""]"
190562,"[""religion_holidays""]","[""beliefs_science_absurd""]"
190569,"[""sport""]","[""health_habits_sport""]"
190437,"[""it_internet""]","[""work_money_technology""]"
190438,"[""it_internet""]","[""work_money_technology""]"
190442,"[""animals""]","[""daily_life_services""]"
190254,"[""sport""]","[""health_habits_sport""]"
190166,"[""education_children""]","[""relationships_identity""]"
190074,"[""politics_power"", ""literature_folklore_characters""]","[""culture_media_characters"", ""politics_society""]"
190079,"[""consumer_services""]","[""daily_life_services""]"
196289,"[""health_medicine""]","[""health_habits_sport""]"
196297,"[""it_internet""]","[""work_money_technology""]"
196205,"[""army_police""]","[""politics_society""]"
195990,"[""health_medicine""]","[""health_habits_sport""]"
195994,"[""health_medicine""]","[""health_habits_sport""]"
195790,"[""education_children""]","[""relationships_identity""]"
195793,"[""textual_forms""]","[""culture_media_characters""]"
195799,"[""literature_folklore_characters""]","[""culture_media_characters""]"
195370,"[""sport""]","[""health_habits_sport""]"
195377,"[""sex_gender""]","[""relationships_identity""]"
195378,"[""transport""]","[""daily_life_services""]"
195379,"[""politics_power""]","[""politics_society""]"
195208,"[""transport""]","[""daily_life_services""]"
201600,"[""ethnic_regional""]","[""politics_society""]"
201615,"[""politics_power""]","[""politics_society""]"
201312,"[""work_professions""]","[""work_money_technology""]"
201331,"[""education_children""]","[""relationships_identity""]"
201337,"[""textual_forms""]","[""culture_media_characters""]"
201348,"[""literature_folklore_characters""]","[""culture_media_characters""]"
207497,"[""education_children""]","[""relationships_identity""]"
207508,"[""media_popculture""]","[""culture_media_characters""]"
207518,"[""politics_power""]","[""politics_society""]"
207521,"[""army_police""]","[""politics_society""]"
207526,"[""it_internet"", ""consumer_services""]","[""daily_life_services"", ""work_money_technology""]"
207285,"[""health_medicine""]","[""health_habits_sport""]"
207288,"[""literature_folklore_characters""]","[""culture_media_characters""]"
207290,"[""literature_folklore_characters""]","[""culture_media_characters""]"
207291,"[""politics_power""]","[""politics_society""]"
207292,"[""politics_power""]","[""politics_society""]"
207298,"[""work_professions""]","[""work_money_technology""]"
207318,"[""education_children""]","[""relationships_identity""]"
207142,"[""it_internet""]","[""work_money_technology""]"
207144,"[""health_medicine""]","[""health_habits_sport""]"
213542,"[""work_professions""]","[""work_money_technology""]"
213603,"[""army_police"", ""absurd_philosophy""]","[""beliefs_science_absurd"", ""politics_society""]"
213152,"[""literature_folklore_characters""]","[""culture_media_characters""]"
219836,"[""literature_folklore_characters""]","[""culture_media_characters""]"
219580,"[""work_professions""]","[""work_money_technology""]"
219581,"[""alcohol_smoking_drugs""]","[""health_habits_sport""]"
219586,"[""literature_folklore_characters"", ""media_popculture""]","[""culture_media_characters""]"
219587,"[""media_popculture""]","[""culture_media_characters""]"
219589,"[""alcohol_smoking_drugs""]","[""health_habits_sport""]"
219358,"[""law_crime"", ""ethnic_regional""]","[""politics_society""]"
219141,"[""education_children""]","[""relationships_identity""]"
219143,"[""it_internet""]","[""work_money_technology""]"
218821,"[""army_police""]","[""politics_society""]"
218577,"[""transport""]","[""daily_life_services""]"
218578,"[""religion_holidays""]","[""beliefs_science_absurd""]"
218579,"[""health_medicine""]","[""health_habits_sport""]"
218348,"[""education_children""]","[""relationships_identity""]"
225676,"[""law_crime""]","[""politics_society""]"
225532,"[""it_internet""]","[""work_money_technology""]"
225360,"[""education_children""]","[""relationships_identity""]"
225361,"[""politics_power""]","[""politics_society""]"
225154,"[""it_internet""]","[""work_money_technology""]"
225161,"[""health_medicine""]","[""health_habits_sport""]"
224928,"[""health_medicine""]","[""health_habits_sport""]"
224934,"[""it_internet""]","[""work_money_technology""]"
224936,"[""it_internet""]","[""work_money_technology""]"
224941,"[""it_internet""]","[""work_money_technology""]"
224944,"[""law_crime""]","[""politics_society""]"
224708,"[""everyday_life""]","[""daily_life_services""]"
224720,"[""work_professions""]","[""work_money_technology""]"
224544,"[""consumer_services""]","[""daily_life_services""]"
224546,"[""it_internet""]","[""work_money_technology""]"
231838,"[""consumer_services""]","[""daily_life_services""]"
231844,"[""politics_power""]","[""politics_society""]"
231690,"[""animals""]","[""daily_life_services""]"
231438,"[""sex_gender""]","[""relationships_identity""]"
231440,"[""law_crime""]","[""politics_society""]"
231441,"[""it_internet""]","[""work_money_technology""]"
231442,"[""it_internet""]","[""work_money_technology""]"
231294,"[""education_children""]","[""relationships_identity""]"
231303,"[""literature_folklore_characters""]","[""culture_media_characters""]"
231072,"[""ethnic_regional""]","[""politics_society""]"
231076,"[""education_children""]","[""relationships_identity""]"
230840,"[""politics_power""]","[""politics_society""]"
230841,"[""health_medicine""]","[""health_habits_sport""]"
230844,"[""politics_power""]","[""politics_society""]"
230851,"[""health_medicine""]","[""health_habits_sport""]"
230553,"[""law_crime""]","[""politics_society""]"
230555,"[""education_children""]","[""relationships_identity""]"
230561,"[""alcohol_smoking_drugs""]","[""health_habits_sport""]"
230563,"[""media_popculture""]","[""culture_media_characters""]"
230278,"[""sex_gender""]","[""relationships_identity""]"
237698,"[""consumer_services"", ""cities_places""]","[""daily_life_services"", ""politics_society""]"
237702,"[""law_crime""]","[""politics_society""]"
237705,"[""everyday_life""]","[""daily_life_services""]"
237709,"[""education_children""]","[""relationships_identity""]"
237522,"[""education_children""]","[""relationships_identity""]"
237526,"[""literature_folklore_characters""]","[""culture_media_characters""]"
237529,"[""education_children""]","[""relationships_identity""]"
237337,"[""law_crime""]","[""politics_society""]"
237129,"[""media_popculture""]","[""culture_media_characters""]"
237130,"[""it_internet""]","[""work_money_technology""]"
237135,"[""it_internet""]","[""work_money_technology""]"
236962,"[""sex_gender"", ""work_professions""]","[""relationships_identity"", ""work_money_technology""]"
236825,"[""alcohol_smoking_drugs""]","[""health_habits_sport""]"
236833,"[""media_popculture""]","[""culture_media_characters""]"
236676,"[""health_medicine""]","[""health_habits_sport""]"
236680,"[""sport""]","[""health_habits_sport""]"
242830,"[""absurd_philosophy""]","[""beliefs_science_absurd""]"
242839,"[""education_children""]","[""relationships_identity""]"
242531,"[""education_children""]","[""relationships_identity""]"
242532,"[""alcohol_smoking_drugs""]","[""health_habits_sport""]"
242335,"[""transport""]","[""daily_life_services""]"
242336,"[""media_popculture""]","[""culture_media_characters""]"
242337,"[""work_professions""]","[""work_money_technology""]"
242340,"[""cities_places""]","[""politics_society""]"
242342,"[""everyday_life""]","[""daily_life_services""]"
242343,"[""education_children""]","[""relationships_identity""]"
242156,"[""transport""]","[""daily_life_services""]"
241990,"[""sport""]","[""health_habits_sport""]"
241798,"[""transport""]","[""daily_life_services""]"
248299,"[""finance_economy""]","[""work_money_technology""]"
248302,"[""consumer_services""]","[""daily_life_services""]"
248312,"[""education_children""]","[""relationships_identity""]"
248168,"[""sex_gender""]","[""relationships_identity""]"
248013,"[""sport""]","[""health_habits_sport""]"
248021,"[""textual_forms""]","[""culture_media_characters""]"
247902,"[""law_crime""]","[""politics_society""]"
247906,"[""politics_power""]","[""politics_society""]"
247908,"[""alcohol_smoking_drugs""]","[""health_habits_sport""]"
247725,"[""work_professions""]","[""work_money_technology""]"
247726,"[""media_popculture""]","[""culture_media_characters""]"
247604,"[""science_space""]","[""beliefs_science_absurd""]"
253599,"[""sport""]","[""health_habits_sport""]"
253412,"[""sport""]","[""health_habits_sport""]"
253417,"[""literature_folklore_characters""]","[""culture_media_characters""]"
253419,"[""literature_folklore_characters""]","[""culture_media_characters""]"
253422,"[""transport""]","[""daily_life_services""]"
253242,"[""education_children"", ""consumer_services""]","[""daily_life_services"", ""relationships_identity""]"
253253,"[""work_professions""]","[""work_money_technology""]"
252925,"[""literature_folklore_characters"", ""food_diet""]","[""culture_media_characters"", ""daily_life_services""]"
252927,"[""work_professions""]","[""work_money_technology""]"
252929,"[""science_space""]","[""beliefs_science_absurd""]"
252932,"[""work_professions""]","[""work_money_technology""]"
252830,"[""health_medicine""]","[""health_habits_sport""]"
252837,"[""literature_folklore_characters""]","[""culture_media_characters""]"
252841,"[""it_internet""]","[""work_money_technology""]"
252843,"[""literature_folklore_characters""]","[""culture_media_characters""]"
258525,"[""media_popculture""]","[""culture_media_characters""]"
258528,"[""ethnic_regional""]","[""politics_society""]"
258529,"[""politics_power""]","[""politics_society""]"
258532,"[""law_crime""]","[""politics_society""]"
258534,"[""consumer_services""]","[""daily_life_services""]"
258364,"[""literature_folklore_characters""]","[""culture_media_characters""]"
258241,"[""literature_folklore_characters""]","[""culture_media_characters""]"
258122,"[""education_children""]","[""relationships_identity""]"
257935,"[""politics_power""]","[""politics_society""]"
257941,"[""science_space""]","[""beliefs_science_absurd""]"
257788,"[""politics_power""]","[""politics_society""]"
257789,"[""politics_power""]","[""politics_society""]"
257790,"[""sport""]","[""health_habits_sport""]"
257792,"[""politics_power""]","[""politics_society""]"
257793,"[""politics_power""]","[""politics_society""]"
257795,"[""it_internet""]","[""work_money_technology""]"
257618,"[""literature_folklore_characters""]","[""culture_media_characters""]"
257624,"[""transport""]","[""daily_life_services""]"
263278,"[""politics_power""]","[""politics_society""]"
263053,"[""transport""]","[""daily_life_services""]"
262888,"[""literature_folklore_characters""]","[""culture_media_characters""]"
262889,"[""politics_power""]","[""politics_society""]"
262891,"[""law_crime""]","[""politics_society""]"
262905,"[""transport""]","[""daily_life_services""]"
262739,"[""it_internet""]","[""work_money_technology""]"
262740,"[""transport""]","[""daily_life_services""]"
262488,"[""literature_folklore_characters"", ""everyday_life""]","[""culture_media_characters"", ""daily_life_services""]"
262382,"[""sport""]","[""health_habits_sport""]"
262385,"[""transport""]","[""daily_life_services""]"
268726,"[""work_professions""]","[""work_money_technology""]"
268737,"[""law_crime""]","[""politics_society""]"
268739,"[""transport""]","[""daily_life_services""]"
268577,"[""sex_gender""]","[""relationships_identity""]"
268579,"[""work_professions""]","[""work_money_technology""]"
268455,"[""education_children""]","[""relationships_identity""]"
268456,"[""health_medicine""]","[""health_habits_sport""]"
268308,"[""health_medicine""]","[""health_habits_sport""]"
268066,"[""media_popculture""]","[""culture_media_characters""]"
268069,"[""consumer_services""]","[""daily_life_services""]"
267858,"[""literature_folklore_characters""]","[""culture_media_characters""]"
267557,"[""sex_gender"", ""media_popculture""]","[""culture_media_characters"", ""relationships_identity""]"
273565,"[""finance_economy""]","[""work_money_technology""]"
273576,"[""work_professions""]","[""work_money_technology""]"
273312,"[""consumer_services""]","[""daily_life_services""]"
273314,"[""education_children""]","[""relationships_identity""]"
273138,"[""media_popculture""]","[""culture_media_characters""]"
273140,"[""education_children""]","[""relationships_identity""]"
273142,"[""family_relationships""]","[""relationships_identity""]"
273148,"[""education_children"", ""textual_forms""]","[""culture_media_characters"", ""relationships_identity""]"
272735,"[""religion_holidays""]","[""beliefs_science_absurd""]"
273876,"[""sport""]","[""health_habits_sport""]"
283131,"[""literature_folklore_characters""]","[""culture_media_characters""]"
283134,"[""ethnic_regional""]","[""politics_society""]"
283149,"[""textual_forms""]","[""culture_media_characters""]"
282942,"[""textual_forms""]","[""culture_media_characters""]"
282946,"[""law_crime""]","[""politics_society""]"
282625,"[""transport""]","[""daily_life_services""]"
282520,"[""work_professions""]","[""work_money_technology""]"
287930,"[""literature_folklore_characters""]","[""culture_media_characters""]"
287942,"[""politics_power""]","[""politics_society""]"
287733,"[""family_relationships""]","[""relationships_identity""]"
287741,"[""work_professions""]","[""work_money_technology""]"
287742,"[""sex_gender""]","[""relationships_identity""]"
287747,"[""alcohol_smoking_drugs""]","[""health_habits_sport""]"
287580,"[""ethnic_regional""]","[""politics_society""]"
287587,"[""politics_power""]","[""politics_society""]"
287588,"[""science_space""]","[""beliefs_science_absurd""]"
287410,"[""it_internet""]","[""work_money_technology""]"
287187,"[""transport""]","[""daily_life_services""]"
287056,"[""education_children""]","[""relationships_identity""]"
287060,"[""law_crime""]","[""politics_society""]"
287066,"[""finance_economy""]","[""work_money_technology""]"
286904,"[""politics_power""]","[""politics_society""]"
292574,"[""everyday_life""]","[""daily_life_services""]"
292340,"[""work_professions""]","[""work_money_technology""]"
292343,"[""transport""]","[""daily_life_services""]"
292344,"[""health_medicine""]","[""health_habits_sport""]"
292345,"[""media_popculture""]","[""culture_media_characters""]"
292348,"[""media_popculture""]","[""culture_media_characters""]"
292198,"[""it_internet""]","[""work_money_technology""]"
292059,"[""education_children""]","[""relationships_identity""]"
292061,"[""alcohol_smoking_drugs""]","[""health_habits_sport""]"
291927,"[""transport""]","[""daily_life_services""]"
291935,"[""transport""]","[""daily_life_services""]"
291784,"[""education_children""]","[""relationships_identity""]"
291608,"[""work_professions""]","[""work_money_technology""]"
292769,"[""health_medicine"", ""alcohol_smoking_drugs""]","[""health_habits_sport""]"
292770,"[""law_crime"", ""transport""]","[""daily_life_services"", ""politics_society""]"
292763,"[""education_children""]","[""relationships_identity""]"
301454,"[""it_internet""]","[""work_money_technology""]"
301456,"[""science_space""]","[""beliefs_science_absurd""]"
301461,"[""law_crime""]","[""politics_society""]"
301356,"[""work_professions"", ""literature_folklore_characters""]","[""culture_media_characters"", ""work_money_technology""]"
301358,"[""cities_places""]","[""politics_society""]"
301361,"[""consumer_services""]","[""daily_life_services""]"
301362,"[""family_relationships""]","[""relationships_identity""]"
301365,"[""health_medicine""]","[""health_habits_sport""]"
301279,"[""transport""]","[""daily_life_services""]"
301284,"[""transport""]","[""daily_life_services""]"
301121,"[""education_children"", ""alcohol_smoking_drugs""]","[""health_habits_sport"", ""relationships_identity""]"
301123,"[""education_children""]","[""relationships_identity""]"
301125,"[""it_internet""]","[""work_money_technology""]"
300923,"[""family_relationships""]","[""relationships_identity""]"
300931,"[""literature_folklore_characters""]","[""culture_media_characters""]"
300934,"[""sport""]","[""health_habits_sport""]"
300741,"[""health_medicine""]","[""health_habits_sport""]"
300746,"[""transport""]","[""daily_life_services""]"
300565,"[""sport""]","[""health_habits_sport""]"
300568,"[""consumer_services""]","[""daily_life_services""]"
305943,"[""media_popculture"", ""finance_economy""]","[""culture_media_characters"", ""work_money_technology""]"
305944,"[""sex_gender""]","[""relationships_identity""]"
305946,"[""textual_forms""]","[""culture_media_characters""]"
305951,"[""it_internet""]","[""work_money_technology""]"
305954,"[""everyday_life""]","[""daily_life_services""]"
305956,"[""literature_folklore_characters""]","[""culture_media_characters""]"
305958,"[""work_professions""]","[""work_money_technology""]"
305651,"[""health_medicine""]","[""health_habits_sport""]"
305653,"[""sport""]","[""health_habits_sport""]"
305434,"[""army_police""]","[""politics_society""]"
305439,"[""science_space""]","[""beliefs_science_absurd""]"
305444,"[""politics_power""]","[""politics_society""]"
305274,"[""everyday_life""]","[""daily_life_services""]"
305188,"[""religion_holidays""]","[""beliefs_science_absurd""]"
305192,"[""education_children""]","[""relationships_identity""]"
305195,"[""politics_power""]","[""politics_society""]"
305023,"[""literature_folklore_characters""]","[""culture_media_characters""]"
305024,"[""literature_folklore_characters""]","[""culture_media_characters""]"
304909,"[""everyday_life""]","[""daily_life_services""]"
304912,"[""alcohol_smoking_drugs""]","[""health_habits_sport""]"
310104,"[""literature_folklore_characters""]","[""culture_media_characters""]"
310105,"[""transport""]","[""daily_life_services""]"
309803,"[""work_professions"", ""law_crime""]","[""politics_society"", ""work_money_technology""]"
309806,"[""politics_power""]","[""politics_society""]"
309652,"[""it_internet""]","[""work_money_technology""]"
309469,"[""politics_power""]","[""politics_society""]"
309366,"[""everyday_life""]","[""daily_life_services""]"
314369,"[""law_crime""]","[""politics_society""]"
314372,"[""work_professions""]","[""work_money_technology""]"
314376,"[""politics_power"", ""textual_forms""]","[""culture_media_characters"", ""politics_society""]"
314378,"[""sport""]","[""health_habits_sport""]"
314386,"[""media_popculture""]","[""culture_media_characters""]"
314188,"[""army_police""]","[""politics_society""]"
313969,"[""literature_folklore_characters""]","[""culture_media_characters""]"
313977,"[""science_space""]","[""beliefs_science_absurd""]"
313867,"[""science_space""]","[""beliefs_science_absurd""]"
313868,"[""media_popculture""]","[""culture_media_characters""]"
313780,"[""sport""]","[""health_habits_sport""]"
313785,"[""family_relationships"", ""it_internet""]","[""relationships_identity"", ""work_money_technology""]"
313786,"[""work_professions"", ""literature_folklore_characters""]","[""culture_media_characters"", ""work_money_technology""]"
313673,"[""it_internet""]","[""work_money_technology""]"
319842,"[""media_popculture""]","[""culture_media_characters""]"
319845,"[""politics_power""]","[""politics_society""]"
319653,"[""politics_power""]","[""politics_society""]"
319657,"[""sex_gender""]","[""relationships_identity""]"
319661,"[""literature_folklore_characters""]","[""culture_media_characters""]"
319662,"[""absurd_philosophy""]","[""beliefs_science_absurd""]"
319664,"[""sport""]","[""health_habits_sport""]"
319463,"[""science_space""]","[""beliefs_science_absurd""]"
319122,"[""work_professions""]","[""work_money_technology""]"
319126,"[""alcohol_smoking_drugs""]","[""health_habits_sport""]"
318998,"[""it_internet""]","[""work_money_technology""]"
318999,"[""literature_folklore_characters""]","[""culture_media_characters""]"
319001,"[""politics_power""]","[""politics_society""]"
319002,"[""literature_folklore_characters""]","[""culture_media_characters""]"
319003,"[""politics_power""]","[""politics_society""]"
319007,"[""literature_folklore_characters""]","[""culture_media_characters""]"
319008,"[""education_children"", ""cities_places""]","[""politics_society"", ""relationships_identity""]"
318827,"[""it_internet""]","[""work_money_technology""]"
318831,"[""science_space""]","[""beliefs_science_absurd""]"
318833,"[""family_relationships""]","[""relationships_identity""]"
318840,"[""work_professions""]","[""work_money_technology""]"
318637,"[""literature_folklore_characters""]","[""culture_media_characters""]"
318639,"[""literature_folklore_characters"", ""media_popculture""]","[""culture_media_characters""]"
318640,"[""politics_power""]","[""politics_society""]"
325417,"[""education_children""]","[""relationships_identity""]"
325419,"[""it_internet""]","[""work_money_technology""]"
325423,"[""politics_power""]","[""politics_society""]"
325129,"[""food_diet""]","[""daily_life_services""]"
324878,"[""media_popculture""]","[""culture_media_characters""]"
324880,"[""media_popculture""]","[""culture_media_characters""]"
324645,"[""work_professions""]","[""work_money_technology""]"
324411,"[""animals""]","[""daily_life_services""]"
324416,"[""media_popculture""]","[""culture_media_characters""]"
324426,"[""sport""]","[""health_habits_sport""]"
329701,"[""religion_holidays""]","[""beliefs_science_absurd""]"
329702,"[""it_internet""]","[""work_money_technology""]"
329708,"[""finance_economy""]","[""work_money_technology""]"
329709,"[""sport""]","[""health_habits_sport""]"
329713,"[""politics_power""]","[""politics_society""]"
329714,"[""education_children""]","[""relationships_identity""]"
329579,"[""media_popculture""]","[""culture_media_characters""]"
329586,"[""literature_folklore_characters"", ""everyday_life""]","[""culture_media_characters"", ""daily_life_services""]"
329588,"[""law_crime""]","[""politics_society""]"
329592,"[""literature_folklore_characters""]","[""culture_media_characters""]"
329417,"[""army_police""]","[""politics_society""]"
329419,"[""everyday_life""]","[""daily_life_services""]"
329198,"[""law_crime""]","[""politics_society""]"
329203,"[""education_children""]","[""relationships_identity""]"
329096,"[""law_crime""]","[""politics_society""]"
329099,"[""media_popculture""]","[""culture_media_characters""]"
328961,"[""it_internet""]","[""work_money_technology""]"
333802,"[""transport""]","[""daily_life_services""]"
333810,"[""animals""]","[""daily_life_services""]"
333628,"[""finance_economy""]","[""work_money_technology""]"
333587,"[""religion_holidays""]","[""beliefs_science_absurd""]"
333592,"[""transport""]","[""daily_life_services""]"
333317,"[""work_professions""]","[""work_money_technology""]"
333320,"[""work_professions""]","[""work_money_technology""]"
333324,"[""it_internet""]","[""work_money_technology""]"
333202,"[""education_children""]","[""relationships_identity""]"
333205,"[""law_crime""]","[""politics_society""]"
333206,"[""media_popculture""]","[""culture_media_characters""]"
333208,"[""literature_folklore_characters""]","[""culture_media_characters""]"
333121,"[""family_relationships""]","[""relationships_identity""]"
338374,"[""education_children""]","[""relationships_identity""]"
338376,"[""transport""]","[""daily_life_services""]"
338257,"[""education_children"", ""it_internet""]","[""relationships_identity"", ""work_money_technology""]"
338265,"[""transport""]","[""daily_life_services""]"
338146,"[""health_medicine""]","[""health_habits_sport""]"
338150,"[""transport""]","[""daily_life_services""]"
338151,"[""sport""]","[""health_habits_sport""]"
338153,"[""law_crime""]","[""politics_society""]"
337987,"[""everyday_life""]","[""daily_life_services""]"
338004,"[""army_police""]","[""politics_society""]"
337824,"[""sport""]","[""health_habits_sport""]"
337582,"[""transport"", ""media_popculture""]","[""culture_media_characters"", ""daily_life_services""]"
337583,"[""politics_power""]","[""politics_society""]"
337590,"[""politics_power""]","[""politics_society""]"
337596,"[""religion_holidays""]","[""beliefs_science_absurd""]"
342925,"[""textual_forms""]","[""culture_media_characters""]"
342777,"[""politics_power""]","[""politics_society""]"
342562,"[""politics_power"", ""everyday_life""]","[""daily_life_services"", ""politics_society""]"
342571,"[""consumer_services""]","[""daily_life_services""]"
342572,"[""education_children""]","[""relationships_identity""]"
342387,"[""politics_power""]","[""politics_society""]"
342388,"[""religion_holidays""]","[""beliefs_science_absurd""]"
342390,"[""media_popculture""]","[""culture_media_characters""]"
342098,"[""literature_folklore_characters""]","[""culture_media_characters""]"
347204,"[""transport""]","[""daily_life_services""]"
346994,"[""media_popculture""]","[""culture_media_characters""]"
346995,"[""sport""]","[""health_habits_sport""]"
346998,"[""media_popculture""]","[""culture_media_characters""]"
347004,"[""sport""]","[""health_habits_sport""]"
347015,"[""law_crime"", ""transport""]","[""daily_life_services"", ""politics_society""]"
346821,"[""literature_folklore_characters""]","[""culture_media_characters""]"
346663,"[""politics_power""]","[""politics_society""]"
346664,"[""media_popculture""]","[""culture_media_characters""]"
346665,"[""it_internet""]","[""work_money_technology""]"
346668,"[""media_popculture""]","[""culture_media_characters""]"
346670,"[""army_police""]","[""politics_society""]"
346682,"[""it_internet""]","[""work_money_technology""]"
346683,"[""animals""]","[""daily_life_services""]"
346488,"[""media_popculture"", ""sport""]","[""culture_media_characters"", ""health_habits_sport""]"
346489,"[""media_popculture""]","[""culture_media_characters""]"
346491,"[""media_popculture""]","[""culture_media_characters""]"
346492,"[""education_children""]","[""relationships_identity""]"
351528,"[""politics_power""]","[""politics_society""]"
351529,"[""law_crime""]","[""politics_society""]"
351424,"[""health_medicine""]","[""health_habits_sport""]"
351431,"[""law_crime""]","[""politics_society""]"
351432,"[""literature_folklore_characters""]","[""culture_media_characters""]"
351434,"[""textual_forms""]","[""culture_media_characters""]"
351259,"[""literature_folklore_characters""]","[""culture_media_characters""]"
351055,"[""sport""]","[""health_habits_sport""]"
350764,"[""media_popculture""]","[""culture_media_characters""]"
350766,"[""sex_gender""]","[""relationships_identity""]"
350774,"[""sport""]","[""health_habits_sport""]"
350778,"[""media_popculture""]","[""culture_media_characters""]"
350784,"[""politics_power""]","[""politics_society""]"
355222,"[""literature_folklore_characters""]","[""culture_media_characters""]"
355223,"[""politics_power"", ""it_internet""]","[""politics_society"", ""work_money_technology""]"
355116,"[""politics_power"", ""consumer_services""]","[""daily_life_services"", ""politics_society""]"
355117,"[""literature_folklore_characters""]","[""culture_media_characters""]"
355121,"[""transport""]","[""daily_life_services""]"
354977,"[""politics_power""]","[""politics_society""]"
354978,"[""politics_power""]","[""politics_society""]"
354982,"[""animals""]","[""daily_life_services""]"
354852,"[""literature_folklore_characters""]","[""culture_media_characters""]"
354857,"[""law_crime""]","[""politics_society""]"
354861,"[""army_police""]","[""politics_society""]"
354762,"[""literature_folklore_characters""]","[""culture_media_characters""]"
354646,"[""media_popculture""]","[""culture_media_characters""]"
354471,"[""literature_folklore_characters""]","[""culture_media_characters""]"
354475,"[""law_crime"", ""transport""]","[""daily_life_services"", ""politics_society""]"
354477,"[""literature_folklore_characters""]","[""culture_media_characters""]"
354347,"[""transport""]","[""daily_life_services""]"
359759,"[""transport""]","[""daily_life_services""]"
359571,"[""everyday_life""]","[""daily_life_services""]"
359574,"[""transport""]","[""daily_life_services""]"
359579,"[""animals""]","[""daily_life_services""]"
359398,"[""law_crime""]","[""politics_society""]"
359400,"[""education_children""]","[""relationships_identity""]"
359406,"[""transport""]","[""daily_life_services""]"
359407,"[""literature_folklore_characters""]","[""culture_media_characters""]"
359411,"[""sport""]","[""health_habits_sport""]"
359267,"[""literature_folklore_characters""]","[""culture_media_characters""]"
359276,"[""transport""]","[""daily_life_services""]"
359033,"[""politics_power""]","[""politics_society""]"
363521,"[""politics_power""]","[""politics_society""]"
363522,"[""literature_folklore_characters""]","[""culture_media_characters""]"
363525,"[""soviet_history_politics""]","[""politics_society""]"
363528,"[""education_children"", ""alcohol_smoking_drugs""]","[""health_habits_sport"", ""relationships_identity""]"
363534,"[""everyday_life""]","[""daily_life_services""]"
363538,"[""consumer_services""]","[""daily_life_services""]"
363429,"[""science_space""]","[""beliefs_science_absurd""]"
363437,"[""health_medicine""]","[""health_habits_sport""]"
363362,"[""politics_power""]","[""politics_society""]"
363254,"[""science_space""]","[""beliefs_science_absurd""]"
363258,"[""army_police""]","[""politics_society""]"
363149,"[""ethnic_regional""]","[""politics_society""]"
363153,"[""it_internet""]","[""work_money_technology""]"
363158,"[""literature_folklore_characters""]","[""culture_media_characters""]"
363029,"[""education_children""]","[""relationships_identity""]"
363036,"[""health_medicine""]","[""health_habits_sport""]"
362893,"[""army_police""]","[""politics_society""]"
362898,"[""everyday_life""]","[""daily_life_services""]"
362902,"[""religion_holidays""]","[""beliefs_science_absurd""]"
367828,"[""education_children""]","[""relationships_identity""]"
367832,"[""education_children""]","[""relationships_identity""]"
367833,"[""work_professions"", ""media_popculture""]","[""culture_media_characters"", ""work_money_technology""]"
367685,"[""transport""]","[""daily_life_services""]"
367695,"[""education_children""]","[""relationships_identity""]"
367556,"[""animals""]","[""daily_life_services""]"
367558,"[""transport""]","[""daily_life_services""]"
367559,"[""transport""]","[""daily_life_services""]"
367472,"[""education_children""]","[""relationships_identity""]"
367478,"[""literature_folklore_characters""]","[""culture_media_characters""]"
366879,"[""education_children""]","[""relationships_identity""]"
366880,"[""animals""]","[""daily_life_services""]"
366768,"[""work_professions""]","[""work_money_technology""]"
366769,"[""work_professions""]","[""work_money_technology""]"
366771,"[""science_space""]","[""beliefs_science_absurd""]"
366776,"[""sport""]","[""health_habits_sport""]"
366777,"[""education_children""]","[""relationships_identity""]"
366606,"[""sex_gender"", ""finance_economy""]","[""relationships_identity"", ""work_money_technology""]"
366608,"[""politics_power""]","[""politics_society""]"
366616,"[""education_children""]","[""relationships_identity""]"
372014,"[""literature_folklore_characters""]","[""culture_media_characters""]"
372016,"[""finance_economy""]","[""work_money_technology""]"
372024,"[""literature_folklore_characters""]","[""culture_media_characters""]"
372033,"[""media_popculture""]","[""culture_media_characters""]"
372034,"[""literature_folklore_characters""]","[""culture_media_characters""]"
372035,"[""consumer_services""]","[""daily_life_services""]"
372036,"[""it_internet""]","[""work_money_technology""]"
371866,"[""politics_power""]","[""politics_society""]"
371867,"[""science_space""]","[""beliefs_science_absurd""]"
371869,"[""everyday_life""]","[""daily_life_services""]"
371871,"[""politics_power""]","[""politics_society""]"
371722,"[""literature_folklore_characters""]","[""culture_media_characters""]"
371729,"[""alcohol_smoking_drugs""]","[""health_habits_sport""]"
371734,"[""absurd_philosophy""]","[""beliefs_science_absurd""]"
371736,"[""health_medicine""]","[""health_habits_sport""]"
371737,"[""food_diet""]","[""daily_life_services""]"
371588,"[""literature_folklore_characters""]","[""culture_media_characters""]"
371589,"[""politics_power""]","[""politics_society""]"
371600,"[""sex_gender""]","[""relationships_identity""]"
371441,"[""finance_economy""]","[""work_money_technology""]"
371445,"[""politics_power""]","[""politics_society""]"
376485,"[""media_popculture""]","[""culture_media_characters""]"
376488,"[""consumer_services""]","[""daily_life_services""]"
376490,"[""cities_places""]","[""politics_society""]"
376492,"[""it_internet""]","[""work_money_technology""]"
